Symbol,Name
FTCRDEUN,FTSE Germany Ric Capped Net Tax Index
FTCRDEUR,FTSE Developed Europe Ric Capped Index
FTCRFRA,FTSE France Ric Capped Index
FTCRFRAN,FTSE France Ric Capped Net Tax Index
FTCRHKG,FTSE Hong Kong Ric Capped Index
FTCRHKGN,FTSE Hong Kong Ric Capped Net Tax Index
FTCRIND,FTSE India Ric Capped Index
FTCRINDN,FTSE India Ric Capped Net Tax Index
FTCRITA,FTSE Italy Ric Capped Index
FTCRITAN,FTSE Italy Ric Capped Net Tax Index
FTCRJPN,FTSE Japan Ric Capped Index
FTCRJPNN,FTSE Japan Ric Capped Net Tax Index
FTCRKOR,FTSE South Korea Ric Capped Index
FTCRKORN,FTSE South Korea Ric Capped Net Tax Inde
FTCRLAM,Index Ftcrlam
FTCRLAMN,Index Ftcrlamn
FTCRMEX,FTSE Mexico Ric Capped Index
FTCRMEXN,FTSE Mexico Ric Capped Net Tax Index
FTCRRUS,FTSE Russia Ric Capped Index
FTCRRUSN,FTSE Russia Ric Capped Net Tax Index
FTCRSAU,Index Ftcrsau
FTCRSAUN,Index Ftcrsaun
FTCRTWN,FTSE Taiwan Ric Capped Index
FTCRTWNN,FTSE Taiwan Ric Capped Net Tax Index
FTCRUK,FTSE UK Ric Capped Index
FTCRUKN,FTSE UK Ric Capped Net Tax Index
FTCRZAF,Index Ftcrzaf
FTCRZAFN,Index Ftcrzafn
FTCUSAUN,FTSE Saudi Arabia Ucits Capped Net Tax I
FTEK,Source Markets Public Limited Company
FTEMSLNU,FTSE Emerging Large Cap
FTEMSLU,FTSE Emerging Super Liqu
FTENNASN,FTSE Epra/Nareit North A
FTESLNE,FTSE Eurobloc Large Cap
FTESPSL,FTSE All Cap Spain Super
FTESPSLN,FTSE Spain Super Liquid
FTEU,First Trust Global Funds Public Limited
FTEUSLNE,FTSE Eurobloc Large Cap
FTF,Foresight 4 Vct Plc
FTFX,First Trust Global Funds Public Limited
FTGMIL2X,FTSE Gold Mines 2X Daily Leverage Index
FTGMIL3X,FTSE Gold Mines 3X Daily Leverage Index
FTGMIS1X,FTSE Gold Mines Daily Short Index
FTGMIS2X,FTSE Gold Mines 2X Daily Short Index
FTGMIS3X,FTSE Gold Mines 3X Daily Short Index
FTJPEM,FTSE Emerging Diversifie
FTJPEMN,FTSE Emerging Diversifie
FTJPIN,FTSE Developed Ex North
FTJPINN,FTSE Developed Ex North
FTJPMC,Russell Midcap Diversified Factor Index
FTJPSE,Russell 2000 Diversified Factor Index
FTJPUS,Russell 1000 Diversified Factor Index
FTJPUSN,Jpmorgan Diversified Factor US Equity NE
FTJSLY,FTSE Japan Large Cap Sup
FTJSLYN,FTSE Japan Large Cap Sup
FTKLPL2X,FTSE Bursa Malaysia KLCI 2X Daily Levera
FTKLPS1X,FTSE Bursa Malaysia KLCI Daily Short (Pr
FTNP,Foresight 2 Vct Plc
FTSD10,FTSE Asia Pac Small Cap
FTSD14,FTSE Dev Europe Small CA
FTSV,Foresight Solar Vct Plc
FTSWD,FTSE Shariah Developed Europe Index
FTTCC,FTSE Total China Connect Index
FTTCCN,FTSE Total China Connect Net Tax Index
FTUGAS,Epra/Nareit Asia Index [Usd]
FTUKLSNG,FTSE UK Large Cap Super
FTUKMSLG,FTSE UK Mid Cap Super Li
FTUKMSNG,FTSE UK Mid Cap Super Li
FTUSALUT,FTSE US Risk Premium Index Series Noa T
FTUSASUT,FTSE US Risk Premium Index Series Noa T
FTUSDLUT,FTSE US Risk Premium Index Series Divid
FTUSDSUT,FTSE US Risk Premium Index Series Divid
FTUSELUT,FTSE US Risk Premium Index Series Roe L
FTUSESUT,FTSE US Risk Premium Index Series Roe S
FTUSFLUT,FTSE US Risk Premium Index Series Cash
FTUSFSUT,FTSE US Risk Premium Index Series Cash
FTUSILUT,FTSE US Risk Premium Index Series Cash
FTUSISUT,FTSE US Risk Premium Index Series Cash
FTUSLNU,FTSE USA Large Cap Super
FTUSLU,FTSE USA Super Liquid IN
FTUSMLUT,FTSE US Risk Premium Index Series Price
FTUSMSUT,FTSE US Risk Premium Index Series Price
FTUSNLUT,FTSE US Risk Premium Index Series Seaso
FTUSNSUT,FTSE US Risk Premium Index Series Seaso
FTUSPLUT,FTSE US Risk Premium Index Series Forwa
FTUSPSUT,FTSE US Risk Premium Index Series Forwa
FTUSSNU,FTSE USA Small Cap Super
FTUSSU,FTSE USA Small Cap Super
FTUSVLUT,FTSE US Risk Premium Index Series Low V
FTUSVSUT,FTSE US Risk Premium Index Series Low V
FTUSWLUT,FTSE US Risk Premium Index Series Forwa
FTUSWSUT,FTSE US Risk Premium Index Series Forwa
FTUSXLUT,FTSE US Risk Premium Index Series Exten
FTUSXSUT,FTSE US Risk Premium Index Series Exten
FTUSYLUT,FTSE US Risk Premium Index Series Cash
FTUSYSUT,FTSE US Risk Premium Index Series Cash
FTUSZLUT,FTSE US Risk Premium Index Series Size
FTUSZSUT,FTSE US Risk Premium Index Series Size
FTV,Foresight Vct Plc
FTXUKSNE,FTSE Developed Europe Ex
FUCICN,FTSE USA Core Infrastructure Capped Net
FUDP,FTSE UK Dividend+ Index
FUDPN,FTSE UK Dividend+ Net Ta
FUL,The Fulham Shore Plc
FUM,Futura Medical Plc
FUQA,Fidelity Ucits Icav
FUSA,Fidelity Ucits Icav
FUSD,Fidelity Ucits Icav
FUSI,Fidelity Ucits Icav
FUSP,Fidelity Ucits Icav
FUSYQVCF,FTSE USA Yield/Qual/Vol
FUSYQVCN,FTSE USA Qual/Vol/Yield Factor 5% Capped
FUTR,Future Plc
FVTT,FTSE Vietnam Index
FVUB,Franklin Libertyshares Icav
FVUG,Franklin Libertyshares Icav
FWD,
FXC,Ishares Plc
FXGB,First Trust Global Funds Public Limited
FXPO,Ferrexpo Plc
FXTM,FTSE China 50 Mini Index
G06,FTSE Asia Pac Lms Index
G07,FTSE Asia Pac Lms Ex Jap
G08,FTSE Asia Pac Lms Ex Jap
G09,FTSE Asia Pac Lms Ex JP
G10,FTSE Greater China Lms I
G11,FTSE Europe Lms Index
G12,FTSE Europe Lms Ex UK IN
G14,FTSE Eurobloc Lms Index
G4M,Gear4Music [Holdings] Pl
GAAA,Ishares Vi Plc
GABI,Gcp Asset Backed Income Fund Limited
GACA,General Accident Plc
GACB,General Accident Plc
GAGG,Amundi ETF
GAID,Gail [India] Ld
GAL,Galantas Gold Corporation
GAMA,Gamma Communications Plc
GATC,Gattaca Plc
GAW,Games Workshop Group Plc
GBCH,ETFS Foreign Exchange Limited
GBDV,SSGA SPDR ETFS Europe I
GBG,Gb Group Plc
GBJP,ETFS Foreign Exchange Limited
GBP,Global Petroleum Limited
GBRE,SSGA SPDR ETFS Europe I
GBS,Gold Bullion Securities Ld
GBSP,ETFS Hedged Metal Securi
GBSS,Gold Bullion Securities Ld
GBUR,ETFS Foreign Exchange Limited
GBUS,ETFS Foreign Exchange Limited
GCAT,
GCL,Geiger Counter Limited
GCM,Gcm Resources Plc
GCP,Gcp Infrastructure Investments Limited
GCVB,SSGA SPDR ETFS Europe II
GDGB,Vaneck Vectors Ucits ETFS Plc
GDIG,Vaneck Vectors Ucits ETFS Plc
GDP,Goldplat Plc
GDR,Genedrive Plc
GDWN,Goodwin Plc
GDX,Market Vectors Ucits ETF
GDXJ,Market Vectors Ucits ETF
GEC,General Electric Company
GEDM,Ishares IV Plc
GEEC,Great Eastern Energy Corporation Limited
GEISAC,FTSE Gloabl All Cap Inde
GELN,
GEM,Gemfields Plc
GEMD,Gem Diamonds Limited
GEN,Generics Grp
GEND,Lyxor Index Fund
GENE,UBS [Irl] ETF Plc
GENF,
GENG,UBS [Irl] ETF Plc
GENI,
GENL,Genel Energy Plc
GETB,Getbusy Plc
GFA,Vaneck Vectors Ucits ETFS Plc
GFGB,Vaneck Vectors Ucits ETFS Plc
GFIN,Gfinity Plc
GFM,Griffin Mining Limited
GFRD,Galliford TRY Plc
GFTU,Grafton Group Plc
GGOV,Amundi ETF
GGP,Greatland Gold Plc
GGRA,Wisdomtree Issuer Plc
GGRG,Wisdomtree Issuer Plc
GGRP,Wisdomtree Issuer Plc
GGRW,Wisdomtree Issuer Plc
GHE,Gresham House Plc
GHH,Gooch & Housego Plc
GHT,Gresham Computing Plc
GHYG,Ishares Plc
GHYS,Ishares Vi Plc [The Comp
GIF,Gulf Investment Fund Plc
GIGB,Vaneck Vectors Ucits ETFS Plc
GIL5,Multi Units Luxembourg
GILD,
GILE,Ishares III Plc
GILI,Multi Units France
GILS,Multi Units France
GIN,SSGA SPDR ETFS Europe II
GINC,First Trust Global Funds Public Limited
GINV,Global Invacom Group Lim
GIST,Multi Units Luxembourg
GJGB,Vaneck Vectors Ucits ETFS Plc
GKP,Gulf Keystone Petroleum Ltd
GLAB,SSGA SPDR ETFS Europe I Plc
GLAD,SSGA SPDR ETFS Europe I Plc
GLAG,SSGA SPDR ETFS Europe I Plc
GLAN,
GLAU,SSGA SPDR ETFS Europe I Plc
GLB,Glanbia Plc
GLBL,SSGA SPDR ETFS Europe I Plc
GLCB,SSGA SPDR ETFS Europe II Plc
GLDD,UBS Ag
GLDV,SSGA SPDR ETFS Europe I
GLE,Gleeson [M.J.] Group Plc
GLEN,Glencore Xstrata Plc
GLGG,Legal & General Ucits ETF Public Limited
GLO,Contourglobal Plc
GLPR,Global Ports Investments
GLR,Galileo Resources Plc
GLRA,SSGA SPDR ETFS Europe I Plc
GLRE,SSGA SPDR ETFS Europe I
GLT5,Invesco Markets II Plc
GLTA,Invesco Markets II Plc
GLTL,SSGA SPDR ETFS Europe I Plc
GLTP,Invesco Markets II Plc
GLTS,SSGA SPDR ETFS Europe I Plc
GLTY,SSGA SPDR ETFS Europe I Plc
GLUG,Legal & General Ucits ETF Public Limited
GLV,Glenveagh Properties Plc
GMAA,Gama Aviation Plc
GMIN,FTSE Gold Mines Net Tax Index
GMR,Gaming Realms Plc
GMS,Gulf Marine Services Plc
GNC,Greencore Group Plc
GNS,Genus Plc
GOG,Go-Ahead Group Plc
GOLB,RBS Market Access
GOO2,Leverage Shares Public Limited Company
GOOD,Good Energy Group Plc
GOOE,Leverage Shares Public Limited Company
GOT,Gotech Group Plc
GOVP,Ishares Plc
GPBGI028,FTSE Custom Xinhua Chia
GPBGI204,Focused Value Select Index
GPCCH001,FTSE China High Yield Prosperity Index
GPCCH002,FTSE China High Yield Prosperity Net Tax
GPCCH003,FTSE China Soe Sustainable Prosperity IN
GPCSSA50,FTSE China A50 Shariah I
GPCST001,FTSE Coast Kuwait 40 Ind
GPE,Graphite Enterprise Trust Plc
GPFF001,FTSE Asfa L/M 200 Tax Ex
GPFF002,FTSE Asfa All-Share L/M/
GPFF003,FTSE Asfa L/M 200 Ex Rei
GPFF004,FTSE Asfa All-Share L/M/
GPH,Global Ports Holding Plc
GPL,
GPLGHE01,Heitman Prime Real Estate Index
GPM,Golden Prospect Precious Metals Limited
GPNYL007,FTSE Germany Unhedged IN
GPPS005,FTSE Japan Unhedged USD
GPSA,Ishares IV Plc
GPSCW002,FTSE Developed Small Cap
GPSOC001,FTSE 100 Fixed Dividend Yield Equal Weig
GPSSG239,FTSE Greater China Hkd I
GPSYNT01,Syntax Stratified 1000 Index
GPSYNT02,Syntax Stratified 1000 Net Tax Index
GPTRP006,FTSE Cuspacglhdntind
GPVAN001,FTSE Value-Stocks China
GPVAN013,FTSE Australia High Divi
GPVAN022,FTSE Canada All Cap Real
GPVAN025,FTSE Canada High Dividen
GPVAN044,FTSE Asia Pacific Ex JP
GPVAN045,FTSE Asia Pacific Ex JP
GPVAN090,FTSE All-World Ex US High Dividend Yield
GPVAN112,FTSE Developed Ex North America High Div
GPVAN113,FTSE Developed Ex North America High Div
GR1T,Grit Real Estate Income Group Limited
GRA,Grafenia Plc
GRC,Grc International Group Plc
GRG,Greggs Plc
GRI,Grainger Plc
GRID,Gresham House Energy Storage Fund Plc
GRIO,Ground Rents Income Fund Plc
GRIT,Global Resources Investm
GRIW,Ground Rents Income Fund Plc
GRL,Goldstone Resources Limited
GROC,
GROW,Draper Esprit Plc
GRP,Greencoat Renewables Plc
GRX,
GS2,Leverage Shares Public Limited Company
GS2E,Leverage Shares Public Limited Company
GSC,
GSCT,GSCT
GSCU,
GSEM,Goldman Sachs ETF Icav
GSEO,
GSF,Gore Street Energy Storage Fund Plc
GSK,Glaxosmithkline Plc
GSLC,Goldman Sachs ETF Icav
GSPX,Ishares Vii Plc
GST,Golden Saint Technologies Limited
GTC,Getech Group Plc
GTE,Gran Tierra Energy Inc.
GTLY,Gateley [Holdings] Plc
GUN,Gunsynd Plc
GUS,Gusbourne Plc
GWI,Globalworth Real Estate
GWMO,Great Western Mining Corporation Plc
GWUSA,FTSE Gwa US Index
GXLC,SSGA SPDR ETFS Europe II Plc
GYG,Gyg Plc
GYM,The Gym Group Plc
H50E,HSBC ETFS Plc
HAMA,Hampson 6H% Pf
HAN,Hansa Trust Plc
HANA,Hansa Trust Plc
HARL,
HAS,Hays Plc
HAT,H&T Group Plc
HAYD,Haydale Graphene Industr
HBR,Holidaybreak Plc
HBRL,HSBC ETFS Plc
HCAD,HSBC ETFS Plc
HCAN,HSBC ETFS Plc
HCFT,Highcroft Investments Plc
HCM,Hutchison China Meditech Limited
HDD,Hardide Plc
HDEM,Powershares Glbal Funds Ireland Plc
HDEU,Powershares Glbal Funds Ireland Plc
HDIQ,Ishares II Plc
HDIV,Henderson Diversified Income Limited
HDLG,Powershares Glbal Funds
HDLV,Powershares Glbal Funds
HDLVDEUN,FTSE Developed Europe Ex UK High Dividen
HDLVEMN,FTSE Emerging High Dividend Low Volatili
HDLVTW,FTSE Taiwan High Dividend Low Volatility
HDLVUKN,FTSE UK High Dividend Low Volatility Net
HDT,Holders Technology Plc
HE1,
HEAD,Headlam Group Plc
HEAL,Ishares IV Plc
HEAT,ETFS Commodity Securities Limited
HEDG,Wisdomtree Issuer Plc
HEDJ,Wisdomtree Issuer Plc
HEDK,Wisdomtree Issuer Plc
HEDP,Wisdomtree Issuer Plc
HEDS,Wisdomtree Issuer Plc
HEFT,Henderson European Focus Trust Plc
HEIQ,
HEIT,
HEMO,Hemogenyx Pharmaceuticals Plc
HERC,
HEY1,Heylo Housing Secured Bond Plc
HFD,Halfords Group Plc
HFEL,Henderson Far East Income Limited
HFG,Hilton Food Group Plc
HGEN,
HGT,Hg Capital Trust Plc
HHI,Henderson High Income Trust Plc
HHPD,Hon Hai Precision Indust
HHV,Hargreave Hale Aim Vct 1 Plc
HICL,Hicl Infrastructure Company Ld
HIDD,HSBC ETFS Plc
HIDR,HSBC ETFS Plc
HIGH,Ishares Plc
HIK,Hikma Pharmaceuticals Plc
HILS,Hill & Smith Holdings Plc
HINT,Henderson International Income Trust Plc
HIX,FTSE Actuaries 350 High Yield
HKOD,HSBC ETFS Plc
HKOR,HSBC ETFS Plc
HL,HARGREAVES LANSDOWN PLC ORD GBP0.004 WI
HLCL,Helical Bar Plc
HLMA,Halma Plc
HLN,
HLQD,Ishares Plc
HLTH,SSGA SPDR ETFS Europe II
HLTW,Multi Units Luxembourg
HMAD,HSBC ETFS Plc
HMAF,HSBC ETFS Plc
HMBR,HSBC ETFS Plc
HMCA,HSBC ETFS Plc
HMCD,HSBC ETFS Plc
HMCH,HSBC ETFS Plc
HMCT,HSBC ETFS Plc
HMCX,HSBC ETFS Plc
HMED,HSBC ETFS Plc
HMEF,HSBC ETFS Plc
HMEM,HSBC ETFS Plc
HMEU,HSBC ETFS Plc
HMEX,HSBC ETFS Plc
HMI,Harvest Minerals Limited
HMJD,HSBC ETFS Plc
HMJP,HSBC ETFS Plc
HMLA,HSBC ETFS Plc
HMLD,HSBC ETFS Plc
HMSO,Hammerson Plc
HMUD,HSBC ETFS Plc
HMUS,HSBC ETFS Plc
HMWD,HSBC ETFS Plc
HMWO,HSBC ETFS Plc
HMXD,HSBC ETFS Plc
HMXJ,HSBC ETFS Plc
HMYD,HSBC ETFS Plc
HMYR,HSBC ETFS Plc
HNE,Henderson Eurotrust Plc
HOC,Hochschild Mining Plc
HOGS,ETFS Commodity Securities Limited
HOME,Home Retail Group Plc
HON,Honeywell International Incorporated
HONY,Honeycomb Investment Trust Plc
HOT,Henderson Opportunites Trust Plc
HOTC,Hotel Chocolat Group Plc
HPAC,Hermes Pacific Investmen
HPRD,HSBC ETFS Plc
HPRO,HSBC ETFS Plc
HRI,Herald Investment Trust Plc
HRN,Hornby Plc
HSBA,HSBC Holdings Plc
HSBK,Jsc Halyk Bank
HSD,Hansard Global Plc
HSL,Henderson Smaller Companies Investment T
HSM,Heath [Samuel] & Sons Plc
HSP,Hargreaves Services Plc
HSPD,HSBC ETFS Plc
HSPX,HSBC ETFS Plc
HSS,Hss Hire Group Plc
HSV,Homeserve Plc
HSW,Hostelworld Group Plc
HSX,Hiscox Ltd
HTCF,Highbridge Tactical Credit Fund Ltd.
HTG,Hunting Plc
HTOP,Retail Charity Bonds Plc
HTRD,HSBC ETFS Plc
HTRY,HSBC ETFS Plc
HTSC,Huatai Securities Co. Ltd.
HTWD,HSBC ETFS Plc
HTWN,HSBC ETFS Plc
HTWS,Helios Towers Plc
HUKX,HSBC ETFS Plc
HUM,Hummingbird Resources Plc
HUR,Hurricane Energy Plc
HUW,Hampden Underwriting Plc
HVPD,Harbourvest Global Private Equity Limite
HVPE,Harbourvest Global Private Equity Limite
HVT,Heavitree Brewery Plc
HWDN,Howden Joinery Group Plc
HWG,Harworth Group Plc
HWWA,HSBC ETFS Plc
HWWD,HSBC ETFS Plc
HYEA,Ishares Plc
HYEM,Vaneck Vectors Ucits ETFS Plc
HYFA,Powershares Glbal Funds Ireland Plc
HYGB,Vaneck Vectors Ucits ETFS Plc
HYGU,Ishares Plc
HYLA,Ishares Plc
HYLD,Ishares Plc
HYUD,Hyundai Motor Company
HYVE,Hyve Group Plc
HZM,Horizonte Minerals Plc
I3E,I3 Energy Plc
IAAA,Ishares Vi Plc [The Comp
IAEX,Ishares Plc
IAG,International Consolidated Airlines Grou
IAPD,Ishares Plc
IASH,Ishares IV Plc
IASP,Ishares II Plc
IAT,Invesco Asia Trust Plc
IAUP,Ishares V Public Limited Company
IAUS,Ishares III Plc
IBCI,Ishares Plc
IBCX,Ishares Plc
IBGE,Ishares III Plc
IBGL,Ishares II Plc
IBGM,Ishares II Plc
IBGS,Ishares Plc
IBGX,Ishares II Plc
IBGY,Ishares III Plc
IBGZ,Ishares III Plc
IBM,International Business Machines Corporat
IBPO,Ienergizer Ld
IBST,Ibstock Plc
IBT,International Biotechnology Trust Plc
IBTA,Ishares Plc
IBTE,Ishares Plc
IBTG,Ishares Plc
IBTL,Ishares IV Plc
IBTM,Ishares II Plc
IBTS,Ishares Plc
IBTU,Ishares Plc
IBZL,Ishares Plc
ICBU,Ishares III Plc
ICDU,Ishares V Public Limited Company
ICGC,Irish Continental Group Plc
ICGT,Icg Enterprise Trust Plc
ICOM,Ishares Vi Plc
ICOV,Ishares III Plc
ICOW,Pacer Developed Markets International CA
ICP,Intermediate Capital Group Plc
ICSU,Ishares V Public Limited Company
IDAP,Ishares Plc
IDAR,Ishares II Plc
IDBT,Ishares Plc
IDBZ,Ishares Plc
IDE,Ide Group Holdings Plc
IDEM,Ishares Plc
IDFF,Ishares Plc
IDFX,Ishares Plc
IDHC,Integrated Diagnostics H
IDIN,Ishares II Plc
IDJG,Ishares Plc
IDJP,Ishares III Plc
IDKO,Ishares Plc
IDNA,Ishares Plc
IDOX,Idox Plc
IDP6,Ishares III Plc
IDPE,Ishares II Plc
IDTG,Ishares IV Plc
IDTK,Ishares II Plc
IDTL,Ishares IV Plc
IDTM,Ishares II Plc
IDTP,Ishares II Plc
IDTW,Ishares Plc
IDUP,Ishares II Plc
IDUS,Ishares Plc
IDVY,Ishares Plc
IDWP,Ishares II Plc
IDWR,Ishares Plc
IE15,Ishares III Plc
IEAA,Ishares III Plc
IEAC,Ishares III Plc
IEAH,Ishares III Plc
IEBB,Ishares III Plc
IEBC,Ishares III Plc
IEDL,Ishares IV Plc
IEDY,Ishares V Public Limited Company
IEEM,Ishares Plc
IEEU,Ishares IV Plc
IEFM,Ishares IV Plc
IEFQ,Ishares IV Plc
IEFS,Ishares IV Plc
IEFV,Ishares IV Plc
IEM,Impax Environmental Markets Plc
IEMA,Ishares III Plc
IEMB,Ishares II Plc
IEMD,Ishares IV Plc
IEMI,Ishares II Plc
IEML,Ishares III Plc
IEMS,Ishares III Plc
IEMU,Ishares Vii Plc
IEQD,Ishares IV Plc
IES,
IESG,Ishares II Plc
IESP,Ishares V Public Limited Company
IESU,Ishares V Public Limited Company
IEUX,Ishares Plc
IEVL,Ishares IV Plc
IEX5,Ishares III Plc
IFFF,Ishares Plc
IFRB,Ishares V Public Limited Company
IFSD,Ishares IV Plc
IFSU,Ishares IV Plc
IFSW,Ishares IV Plc
IGAA,Ishares III Plc
IGAS,Igas Energy Plc
IGC,India Capital Growth Fund Limited
IGE,Image Scan Holdings Plc
IGEA,Ishares III Plc
IGG,IG Group Holdings Plc
IGHY,Ishares Plc
IGIL,Ishares III Plc
IGLA,Ishares III Plc
IGLH,Ishares III Plc
IGLN,Ishares Physical Metals Plc
IGLO,Ishares III Plc
IGLS,Ishares III Plc
IGLT,Ishares II Plc
IGN,
IGP,Intercede Group Plc
IGR,International Greetings Plc
IGSD,Ishares IV Plc
IGSG,Ishares II Plc
IGSU,Ishares II Plc
IGTM,Ishares II Plc
IGUS,Ishares V Public Limited Company
IGV,Income & Growth Vct [The] Plc
IGWD,Ishares V Public Limited Company
IH2O,Ishares II Plc
IHC,Inspiration Healthcare G
IHCU,Ishares V Public Limited Company
IHG,Intercontinental Hotels Group Plc
IHHG,Ishares II Plc
IHP,Integrafin Holdings Plc
IHR,Impact Healthcare REIT Plc
IHYA,Ishares II Plc
IHYE,Ishares II Plc
IHYG,Ishares Plc
IHYU,Ishares II Plc
IIG,iimia Investment Group Plc
III,3I Group Plc
IIMFL,Russell 1000 Invesco Dynamic Multifactor
IIMFS,Russell 2000 Invesco Dynamic Multifactor
IIND,Ishares IV Plc
IIP,Infrastructure India Plc
IISU,Ishares V Public Limited Company
IIT,Independent Investment Trust Plc
IITB,Ishares V Public Limited Company
IITU,Ishares V Public Limited Company
IJPA,Ishares III Plc
IJPD,Ishares Plc
IJPE,Ishares MSCI Japan EUR Hedged
IJPH,Ishares V Public Limited Company
IJPN,Ishares Plc
IJPU,Ishares Plc
IKA,Ilika Plc
IKOR,Ishares Plc
IKSA,Ishares III Plc
IKSD,Ishares III Plc
IL0A,Permanent Tsb Group Hold
IMB,Imperial Brands
IMBA,Ishares IV Plc
IMBS,Ishares IV Plc
IMC,Imc Exploration Group Plc
IMEU,Ishares II Plc
IMI,IMI Plc
IMIB,Ishares II Plc
IMID,SSGA SPDR ETFS Europe I Plc
IMM,Immupharma Plc
IMMO,Immotion Group Plc
IMSU,Ishares V Public Limited Company
IMV,Ishares Vi Plc [The Comp
IMVU,Ishares Vi Plc [The Company]
INAA,Ishares Plc
INCE,Ince Group Plc (The)
INCH,Inchcape Plc
INDI,Indus Gas Limited
INDV,Indivior Plc
INDW,Multi Units Luxembourg
INF,Informa Plc
INFG,Multi Units Luxembourg
INFL,Multi Units Luxembourg
INFR,Ishares II Plc
INFU,Multi Units Luxembourg
ING,Ingenta Plc
INHC,Induction Healthcare Group Plc
INL,Inland Homes Plc
INLZ,Inland Zdp Plc
INMG,UBS Ag
INMU,UBS Ag
INPP,International Public Partnerships Ld
INRG,Ishares II Plc
INRL,Lyxor International Asse
INRU,Lyxor International Asse
INS,Instem Plc
INSE,Inspired Energy Plc
INSG,
INSP,Inspirit Energy Holdings
INTL,Wisdomtree Issuer Plc
INV,Investment Company Plc
INVP,Investec Plc
INVR,Investec Plc
INX,I-Nexus Global Plc
INXG,Ishares II Plc
IOF,Iofina Plc
IOG,Independent Oil & Gas Pl
IOGP,Ishares V Public Limited Company
IOM,Iomart Group Plc
IPDM,Ishares Physical Metals Plc
IPEL,Impellam Group Plc
IPF,International Personal Finance Plc
IPLT,Ishares Physical Metals Plc
IPO,Ip Group Plc
IPOL,Ishares V Public Limited Company
IPOS,FTSE Renaissance US IPO Index
IPOSC,FTSE Renaissance US IPO Capped Index
IPOSCN,FTSE Renaissance Canada IPO Index
IPOSE,FTSE Renaissance EMEA IPO Index
IPOSEC,FTSE Renaissance EMEA IPO Capped Index
IPOSEM,FTSE Renaissance Emerging Markets IPO
IPOSG,FTSE Renaissance Global IPO Index
IPOSGC,FTSE Renaissance Global IPO Capped Index
IPOSHKT,FTSE Renaissance Hong Kong/China Top IPO
IPOSLM,FTSE Renaissance Latin America IPO Index
IPOSNA,FTSE Renaissance North America IPO Index
IPOST,FTSE Renaissance US IPO Investable Index
IPOSXJ,FTSE Renaissance Global Ex Japan IPO Ind
IPOSXU,FTSE Renaissance Global Ex US IPO Index
IPOUSA,Renaissance IPO Index
IPOXUS,Ipox US Index
IPOXUSN,Ipox US Net Return Index
IPRP,Ishares Plc
IPRV,Ishares II Plc
IPU,Invesco Perpetual UK Smaller Companies I
IPX,Impax Asset Management Group Plc
IPXJ,Ishares III Plc
IQAI,Iq-Ai Limited
IQE,Iqe Plc
IQG,Iqgeo Group Plc
IQSA,Invesco Markets II Plc
IRCP,Ishares V Public Limited
IRON,Ironveld Plc
IRSA,Ishares III Plc
IS15,Ishares Plc
ISAC,Ishares V Public Limited Company
ISAG,Ishares V Public Limited Company
ISDE,Ishares II Plc
ISDU,Ishares II Plc
ISDW,Ishares II Plc
ISEU,Ishares II Plc
ISF,Ishares Plc
ISFD,Ishares Plc
ISFE,Ishares II Plc
ISFR,Ishares IV Plc
ISFU,Ishares Plc
ISJP,Ishares III Plc
ISLN,Ishares Physical Metals Plc
ISP6,Ishares III Plc
ISPY,Go Ucits ETF Solutions Plc
ISUS,Ishares II Plc
ISWD,Ishares II Plc
ISX5,Ishares Vii Plc
ISXF,Ishares III Plc
ITEC,SSGA SPDR ETFS Europe II
ITEH,Ishares V Public Limited Company
ITEK,Hanetf Icav
ITEP,Hanetf Icav
ITIM,
ITKY,Ishares II Plc
ITM,Itm Power Plc
ITPG,Ishares II Plc
ITPS,Ishares II Plc
ITRK,Intertek Group Plc
ITS,I2S
ITV,Itv Plc
ITWN,Ishares Plc
ITX,Itaconix Plc
IUAA,Ishares II Plc
IUAE,Ishares II Plc
IUAG,Ishares II Plc
IUCB,SSGA SPDR ETFS Europe I Plc
IUCD,Ishares V Public Limited Company
IUCM,Ishares V Public Limited Company
IUCS,Ishares V Public Limited Company
IUES,Ishares V Public Limited Company
IUFS,Ishares V Public Limited Company
IUGA,Ishares II Plc
IUHC,Ishares V Public Limited Company
IUIS,Ishares V Public Limited Company
IUIT,Ishares V Public Limited Company
IUKD,Ishares Plc
IUKP,Ishares II Plc
IUMD,Ishares IV Plc
IUMF,Ishares IV Plc
IUMO,Ishares IV Plc
IUMS,Ishares V Public Limited Company
IUQA,Ishares IV Plc
IUQD,Ishares IV Plc
IUQF,Ishares IV Plc
IUSA,Ishares Plc
IUSE,Ishares V Public Limited Company
IUSF,Ishares IV Plc
IUSP,Ishares II Plc
IUSU,Ishares V Public Limited Company
IUSZ,Ishares IV Plc
IUUS,Ishares V Public Limited Company
IUVD,Ishares IV Plc
IUVF,Ishares IV Plc
IUVL,Ishares IV Plc
IVPB,Invesco Perpetual Select Trust Plc
IVPG,Invesco Perpetual Select Trust Plc
IVPM,Invesco Perpetual Select Trust Plc
IVPU,Invesco Perpetual Select Trust Plc
IWDA,Ishares III Plc
IWDE,Ishares V Public Limited Company
IWDG,Ishares III Plc
IWDP,Ishares II Plc
IWFM,Ishares IV Plc
IWFQ,Ishares IV Plc
IWFS,Ishares IV Plc
IWFV,Ishares IV Plc
