ARM0003;TSX;Aecon Group Inc.;ARE; 1 794 879 982 ; 62 365 531 ; Industrial Products & Services ;;ON;Canada;;19871231;;;;;;;;;;;;;;;;;;;; 67 660 632 ; 1 207 294 412 ; 372 508 ; 11 
SEC0002;TSX;Aegis Brands Inc.;AEG; 31 982 688 ; 85 287 167 ; Consumer Products & Services ;;ON;Canada;IPO;20041201;;;;;;;;;;Consumer Discretionary;;;;;;;;;; 6 068 875 ; 2 082 097 ; 913 ; 11 
AFR0006;TSX;Africa Oil Corp.;AOI; 872 738 900 ; 443 014 670 ; Oil & Gas ;;BC;Canada;TSXV Grad;20140506;Nasdaq Nordic;;;Y;;;;;;;;;;;;;;;; 100 875 805 ; 217 243 216 ; 220 431 ; 11 
AGG0001;TSX;AG Growth International Inc.;AFN; 1 434 455 689 ; 22 976 189 ; Industrial Products & Services ;Agriculture;MB;Canada;;20040517;;;;;;;;;;;;;;;;;;;; 14 870 674 ; 887 790 063 ; 97 115 ; 11 
AGF0004;TSX;AGF Management Limited;AGF; 726 964 549 ; 64 907 549 ; Financial Services ;;ON;Canada;;19680819;;;;;;;;;;;;;;;;;;;; 18 874 590 ; 169 711 237 ; 76 720 ; 11 
QUA0011;TSX;AGF Systematic International Equity ETF;QIE; 70 167 500 ; 2 125 000 ; ETP ;;ON;Canada;IPO;20170130;;;;;;;;;;;;;;;;;AGFiQ;Exchange Traded Funds;; 382 540 ; 12 375 798 ; 791 ; 11 
QUA0012;TSX;AGF Systematic US Equity ETF;QUS; 169 497 000 ; 2 775 000 ; ETP ;;ON;Canada;IPO;20170130;;;;;;;;;;;;;;;;;AGFiQ;Exchange Traded Funds;; 89 716 ; 4 695 869 ; 444 ; 11 
AGF0007;TSX;AGF US Market Neutral Anti-Beta CAD-Hedged ETF;QBTL; 249 907 500 ; 13 050 000 ; ETP ;;ON;Canada;IPO;20191007;;;;;;;;;;;;;;;;;AGFiQ;Exchange Traded Funds;; 2 996 612 ; 58 282 173 ; 1 606 ; 11 
AGN0001;TSX;Agnico Eagle Mines Limited;AEM; 59 273 707 834 ; 502 064 271 ; Mining ;;ON;Canada;;19571227;NYSE;;;;;60;;;;;;;;;;;;;; 280 367 978 ; 25 364 706 883 ; 1 326 271 ; 11 
AGR0007;TSX;Agrinam Acquisition Corporation;AGRI; 149 730 011 ; 13 800 001 ; SPAC ;;FL;USA;IPO;20220613;;;;;;;;;;;;;;Miami;;;;;; 1 729 576 ; 32 958 ; 66 ; 8 
AER0002;TSX;Aimia Inc.;AIM; 412 365 792 ; 105 516 320 ; Consumer Products & Services ;;QC;Canada;IPO;20050628;;;;;;;;;;Consumer Discretionary;;;;;;;;;; 10 180 800 ; 41 557 982 ; 30 760 ; 11 
AIR0001;TSX;Air Canada;AC; 8 947 985 430 ; 358 493 006 ; Consumer Products & Services ;;QC;Canada;IPO;20061123;;;OTCQX;;;Composite;;;;Consumer Discretionary;;;;;;;;;; 573 140 777 ; 10 705 958 851 ; 1 860 441 ; 11 
AIR0002;TSX;AirBoss of America Corp.;BOS; 104 452 641 ; 27 130 556 ; Industrial Products & Services ;;ON;Canada;;19920603;;;OTCQX;;;;;;;;;;;;;;;;; 5 108 475 ; 26 393 620 ; 16 376 ; 11 
AKI0001;TSX;Akita Drilling Ltd.;AKT; 64 980 856 ; 39 734 191 ; Industrial Products & Services ;Energy Services;AB;Canada;;19930108;;;;;;;;;;;;;;;;;;;; 7 481 883 ; 11 069 253 ; 7 899 ; 11 
ALA0001;TSX;Alamos Gold Inc.;AGI; 11 180 144 454 ; 420 148 232 ; Mining ;;ON;Canada;TSXV Grad;20040621;NYSE;;;Y;Y;Composite;Y;;;;;;;;;;;;; 165 501 698 ; 3 775 178 441 ; 800 532 ; 11 
ALA0004;TSX;Alaris Equity Partners Income Trust;AD; 958 487 007 ; 46 148 191 ; Financial Services ;;AB;Canada;Other;20081118;;;;;;;;;;;;;;;;;;Income Trust;Business Trust; 12 962 253 ; 238 314 548 ; 70 325 ; 11 
ALG0003;TSX;Algoma Central Corporation;ALC; 608 922 918 ; 40 567 816 ; Industrial Products & Services ;;ON;Canada;;19580527;;;;;;;;;;;;;;;;;;;; 2 607 080 ; 49 349 413 ; 10 553 ; 11 
ALG0009;TSX;Algoma Steel Group Inc.;ASTL; 1 568 434 541 ; 104 423 072 ; Industrial Products & Services ;;ON;Canada;QA;20211020;NasdaqGM;;;;;Composite;;;;;;;;;;;;;; 14 292 576 ; 173 674 044 ; 98 553 ; 11 
ALG0006;TSX;Algonquin Power & Utilities Corp.;AQN; 5 533 252 369 ; 776 020 197 ; Clean Technology & Renewable Energy ;;ON;Canada;;19971223;NYSE;;;;;60;;Utilities & Pipelines;Renewable Energy Production and Distribution;;;;;;;;;;; 640 632 492 ; 5 039 745 448 ; 1 048 112 ; 11 
ALI0002;TSX;Alimentation Couche-Tard Inc.;ATD; 77 653 550 946 ; 948 035 050 ; Consumer Products & Services ;;QC;Canada;Other;19991206;;;;;;60;;;;Consumer Staples;;;;;;;;;; 343 513 252 ; 26 852 515 135 ; 1 491 029 ; 11 
ALI0007;TSX;Alithya Group Inc.;ALYA; 142 578 279 ; 88 557 937 ; Technology ;;QC;Canada;Other;20181102;;;;;;;;;;;;;IT Consulting & Services;;;;;;; 6 699 118 ; 12 566 704 ; 15 595 ; 11 
ALL0026;TSX;Allied Gold Corporation;AAUC; 1 227 854 103 ; 329 960 438 ; Mining ;;ON;Canada;Other;20230911;;;;;;;;;;;;;;;;;;;; 91 533 867 ; 304 494 593 ; 178 907 ; 11 
ALL0018;TSX;Allied Properties Real Estate Investment Trust;AP; 2 324 960 211 ; 127 955 983 ; Real Estate ;;ON;Canada;IPO;20030219;;;;;;Composite;;;;;;REIT;;;;;;Income Trust;; 115 172 436 ; 2 052 301 162 ; 454 362 ; 11 
FAI0002;TSX;Almaden Minerals Ltd.;AMM; 7 547 177 ; 137 221 408 ; Mining ;;BC;Canada;TSXV Grad;19900518;NYSE Mkt;;;Y;;;;;;;;;;;;;;;; 14 881 113 ; 1 325 185 ; 1 847 ; 11 
ALM0005;TSX;Almonty Industries Inc.;AII; 232 746 318 ; 258 607 020 ; Mining ;;ON;Canada;TSXV Grad;20180601;ASX;;OTCQX;Y;Y;;;;;;;;;;;;;;; 25 043 256 ; 17 778 327 ; 8 611 ; 11 
CAN0110;TSX;Alta Copper Corp.;ATCU; 43 126 563 ; 89 847 007 ; Mining ;;BC;Canada;TSXV Grad;20041118;Lima (BVL);;OTCQX;Y;;;;;;;;;;;;;;;; 5 912 392 ; 3 254 243 ; 3 173 ; 11 
ALT0015;TSX;AltaGas Ltd.;ALA; 10 542 163 613 ; 313 792 396 ; Utilities & Pipelines ;;AB;Canada;TSXV Grad;20000117;;;;Y;;Composite;;;;;;;;;;;;;; 210 350 675 ; 6 558 078 004 ; 697 965 ; 11 
ALT0013;TSX;Altius Minerals Corporation;ALS; 1 222 885 248 ; 46 479 865 ; Mining ;;NL;Canada;TSXV Grad;20070115;;;OTCQX;Y;Y;;;;;;;;;;;;;;; 17 164 905 ; 378 455 206 ; 120 063 ; 11 
ALT0026;TSX;Altius Renewable Royalties Corp.;ARR; 367 132 262 ; 30 877 398 ; Clean Technology & Renewable Energy ;;NL;Canada;IPO;20210303;;;OTCQX;;;;;Financial Services;Investment Company;;;;;;;;;;; 3 255 628 ; 32 153 001 ; 12 989 ; 11 
ALT0022;TSX;Altus Group Limited;AIF; 2 745 973 711 ; 46 135 311 ; Technology ;;ON;Canada;IPO;20050518;;;;;;Composite;;;;;;;Software;;;;;;; 17 296 705 ; 887 840 367 ; 126 545 ; 11 
AME0023;TSX;American Hotel Income Properties REIT LP;HOT; 76 343 611 ; 79 733 573 ; Real Estate ;;BC;Canada;IPO;20130220;;;OTCQX;;;;;;;;;REIT;;;;;;Income Trust;; 16 925 177 ; 13 684 523 ; 9 915 ; 11 
SCO0013;TSX;Americas Gold and Silver Corporation;USA; 172 178 029 ; 286 963 382 ; Mining ;;ON;Canada;TSXV Grad;20061018;NYSE Mkt;;;Y;;;;;;;;;;;;;;;; 62 600 026 ; 27 192 333 ; 22 685 ; 11 
AME0021;TSX;Amerigo Resources Ltd.;ARG; 281 351 163 ; 164 532 844 ; Mining ;;BC;Canada;TSXV Grad;20040323;;;OTCQX;Y;;;;;;;;;;;;;;;; 52 899 023 ; 86 736 276 ; 62 558 ; 11 
ANA0006;TSX;Anaergia Inc.;ANRG; 155 758 411 ; 169 302 621 ; Clean Technology & Renewable Energy ;;ON;Canada;IPO;20210622;;;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;;;;;;; 11 870 933 ; 6 952 921 ; 5 850 ; 9 
AND0009;TSX;Andlauer Healthcare Group Inc.;AND; 797 447 566 ; 18 438 094 ; Industrial Products & Services ;;ON;Canada;IPO;20191211;;;;;;;;;;;;;;;;;;;; 7 082 072 ; 283 251 130 ; 41 488 ; 11 
AND0004;TSX;Andrew Peller Limited/Andrew Peller Limitee;ADW; 181 172 531 ; 43 284 087 ; Consumer Products & Services ;;ON;Canada;;19720829;;;;;;;;;;Consumer Staples;;;;;;;;;; 5 686 656 ; 23 353 285 ; 13 238 ; 11 
V-04571;TSX;Appili Therapeutics Inc.;APLI; 4 244 314 ; 121 266 120 ; Life Sciences ;;NS;Canada;TSXV Grad;20200916;;;OTCQB;Y;;;;;;;Biotechnology;;;;;;;;; 30 934 054 ; 1 163 131 ; 1 650 ; 11 
LOR0001;TSX;Aptose Biosciences Inc.;APS; 14 880 296 ; 59 521 183 ; Life Sciences ;;ON;Canada;;19930604;NasdaqCM;;;;;;;;;;Biotechnology;;;;;;;;; 2 502 175 ; 2 812 611 ; 7 103 ; 11 
ARC0002;TSX;ARC Resources Ltd.;ARX; 15 284 485 508 ; 592 192 387 ; Oil & Gas ;;AB;Canada;IPO;19960711;;;;;;Composite;Y;;;;;;;;;;;;; 467 823 975 ; 11 147 608 859 ; 1 726 810 ; 11 
GRA0022;TSX;Aris Mining Corporation;ARIS; 917 976 516 ; 170 311 042 ; Mining ;;BC;Canada;TSXV Grad;20101222;NYSE Mkt;;;Y;;;;;;;;;;;;;;;; 135 399 448 ; 651 402 103 ; 422 591 ; 11 
ARI0010;TSX;Aritzia Inc.;ATZ; 4 306 435 559 ; 92 333 524 ; Consumer Products & Services ;;BC;Canada;IPO;20161003;;;;;;Composite;;;;Consumer Discretionary;;;;;;;;;; 82 573 638 ; 3 271 853 353 ; 556 781 ; 11 
V-04422;TSX;Arizona Metals Corp.;AMC; 228 602 354 ; 116 041 804 ; Mining ;;ON;Canada;TSXV Grad;20221013;;;OTCQX;Y;Y;;;;;;;;;;;;;;; 43 180 552 ; 83 780 870 ; 94 329 ; 11 
ARI0011;TSX;Arizona Sonoran Copper Company Inc.;ASCU; 192 444 012 ; 135 523 952 ; Mining ;;AZ;USA;IPO;20211116;;;OTCQX;;;;;;;;;;;Tempe;;;;;; 31 448 601 ; 45 523 091 ; 36 975 ; 11 
ARR0007;TSX;Arrow EC Equity Advantage Alternative Fund;ADIV; 2 025 900 ; 90 000 ; ETP ;;ON;Canada;IPO;20240111;;;;;;;;;;;;;;;;;Arrow Capital;Exchange Traded Funds;; 87 205 ; 1 778 039 ; 8 ; 5 
ARR0005;TSX;Arrow EC Income Advantage Alternative Fund;RATE; 88 744 200 ; 4 190 000 ; ETP ;;ON;Canada;IPO;20210628;;;;;;;;;;;;;;;;;Arrow Capital;Exchange Traded Funds;; 894 802 ; 18 686 501 ; 2 103 ; 11 
ARR0006;TSX;Arrow Long/Short Alternative Fund ETF;ACAA; 10 071 000 ; 450 000 ; ETP ;;ON;Canada;IPO;20221130;;;;;;;;;;;;;;;;;Arrow Capital;Exchange Traded Funds;; 183 558 ; 3 766 651 ; 241 ; 11 
WES0061;TSX;Artis Real Estate Investment Trust;AX; 953 522 631 ; 109 237 016 ; Real Estate ;;MB;Canada;TSXV Grad;20060417;;;OTCQX;Y;Y;;;;;;;REIT;;;;;;Income Trust;; 41 997 603 ; 313 253 423 ; 174 958 ; 11 
ASC0006;TSX;Ascendant Resources Inc.;ASND; 8 398 860 ; 186 641 344 ; Mining ;;ON;Canada;TSXV Grad;20170720;;;OTCQB;Y;Y;;;;;;;;;;;;;;; 18 964 649 ; 1 010 917 ; 1 348 ; 11 
V-00146;TSX;Ascot Resources Ltd.;AOT; 215 869 738 ; 981 226 081 ; Mining ;;BC;Canada;TSXV Grad;20191001;;;OTCQX;Y;;;;;;;;;;;;;;;; 239 739 943 ; 94 869 258 ; 74 345 ; 11 
ATC0001;TSX;Atco Ltd.;ACO; 5 552 097 717 ; 112 188 828 ; Utilities & Pipelines ;;AB;Canada;;19680308;;;;;;Composite;;;;;;;;;;;;;; 45 328 591 ; 1 865 439 461 ; 208 158 ; 11 
ATH0005;TSX;Athabasca Oil Corporation;ATH; 2 714 508 448 ; 528 114 484 ; Oil & Gas ;;AB;Canada;IPO;20100407;;;;;;Composite;Y;;;;;;;;;;;;; 693 297 651 ; 3 480 168 344 ; 846 637 ; 11 
SNC0001;TSX;AtkinsRealis Group Inc.;ATRL; 13 291 226 647 ; 174 838 551 ; Industrial Products & Services ;;QC;Canada;;19861010;;;;;;Composite;;;;;;;;;;;;;; 75 100 736 ; 4 314 969 745 ; 481 169 ; 11 
ATR0002;TSX;Atrium Mortgage Investment Corporation;AI; 670 000 309 ; 48 451 277 ; Financial Services ;;ON;Canada;Other;20120904;;;;;;;;;;;;;;;;;;;; 10 078 689 ; 136 560 231 ; 39 792 ; 11 
ATS0001;TSX;ATS Corporation;ATS; 4 491 119 833 ; 97 931 091 ; Industrial Products & Services ;;ON;Canada;;19931221;NYSE;;;;;Composite;;;;;;;;;;;;;; 57 398 896 ; 2 505 685 875 ; 350 967 ; 11 
AUG0005;TSX;Augusta Gold Corp.;G; 116 864 464 ; 85 929 753 ; Mining ;;BC;Canada;Other;20210329;;;OTCQB;;;;;;;;;;;;;;;;; 8 235 490 ; 7 604 074 ; 6 626 ; 11 
AUR0011;TSX;Aura Minerals Inc.;ORA; 1 206 238 970 ; 72 316 485 ; Mining ;;FL;USA;Other;20060725;B3;;OTCQX;;;;;;;;;;;Miami;;;;;; 3 993 995 ; 54 454 452 ; 18 816 ; 11 
AUR0019;TSX;Aurora Cannabis Inc.;ACB; 350 796 513 ; 125 251 390 ; Life Sciences ;Cannabis;AB;Canada;TSXV Grad;20170724;NasdaqCM;;;Y;;;;;;;Medical Marijuana;;;;;;;;; 272 445 889 ; 1 949 601 907 ; 912 484 ; 11 
AUT0005;TSX;AutoCanada Inc.;ACQ; 434 992 878 ; 23 150 233 ; Consumer Products & Services ;;AB;Canada;IPO;20060510;;;;;;;;;;Consumer Discretionary;;;;;;;;;; 10 988 276 ; 209 160 650 ; 56 834 ; 11 
AUT0006;TSX;Automotive Properties Real Estate Investment Trust;APR; 561 591 224 ; 49 090 142 ; Real Estate ;;ON;Canada;IPO;20150722;;;;;;;;;;;;REIT;;;;;;Income Trust;; 5 645 370 ; 61 293 460 ; 24 340 ; 11 
V-01091;TSX;Auxly Cannabis Group Inc.;XLY; 51 381 625 ; 1 284 540 629 ; Consumer Products & Services ;Cannabis;ON;Canada;TSXV Grad;20210420;;;OTCQB;Y;;;;;;Consumer Discretionary;;;;;;;;;; 157 630 237 ; 6 267 577 ; 11 824 ; 11 
AVA0002;TSX;Avalon Advanced Materials Inc.;AVL; 23 426 771 ; 585 669 274 ; Mining ;;ON;Canada;TSXV Grad;20080228;;;OTCQB;Y;;;;;;;;;;;;;;;; 46 374 112 ; 2 850 159 ; 7 945 ; 11 
V-04136;TSX;Avant Brands Inc.;AVNT; 5 837 209 ; 10 613 107 ; Life Sciences ;Cannabis;ON;Canada;TSXV Grad;20210712;;;OTCQX;Y;Y;;;;;;Medical Marijuana;;;;;;;;; 30 134 493 ; 3 178 172 ; 4 867 ; 11 
AVI0007;TSX;Avicanna Inc.;AVCN; 39 126 499 ; 110 215 490 ; Life Sciences ;Cannabis;ON;Canada;Other;20190718;;;OTCQX;;;;;;;;Pharmaceuticals;;;;;;;;; 30 488 950 ; 10 800 511 ; 11 364 ; 11 
AVI0002;TSX;Avino Silver & Gold Mines Ltd.;ASM; 221 924 939 ; 140 458 822 ; Mining ;;BC;Canada;TSXV Grad;20180108;NYSE Mkt;;;Y;;;;;;;;;;;;;;;; 19 083 713 ; 25 360 324 ; 28 303 ; 11 
V-03075;TSX;Axis Auto Finance Inc.;AXIS; 606 871 ; 121 374 164 ; Financial Services ;;ON;Canada;TSXV Grad;20220406;;;;Y;Y;;;;;;;;;;;;;;; 17 964 327 ; 289 505 ; 1 202 ; 11 
MAY0003;TSX;Aya Gold & Silver Inc.;AYA; 1 721 801 815 ; 130 637 467 ; Mining ;;QC;Canada;TSXV Grad;20180731;;;OTCQX;Y;;Composite;;;;;;;;;;;;;; 105 063 354 ; 1 472 903 662 ; 508 468 ; 11 
BTW0001;TSX;B2Gold Corp.;BTO; 5 357 469 604 ; 1 313 105 295 ; Mining ;;BC;Canada;TSXV Grad;20081023;NYSE Mkt;;;Y;;Composite;;;;;;;;;;;;;; 786 912 267 ; 3 035 855 857 ; 849 413 ; 11 
BAD0001;TSX;Badger Infrastructure Solutions Ltd.;BDGI; 1 302 450 508 ; 34 429 038 ; Industrial Products & Services ;Energy Services;AB;Canada;;19970605;;;;;;Composite;;;;;;;;;;;;;; 16 980 480 ; 697 862 895 ; 107 925 ; 11 
BAL0003;TSX;Ballard Power Systems Inc.;BLDP; 619 801 193 ; 299 420 866 ; Clean Technology & Renewable Energy ;;BC;Canada;IPO;19930609;NasdaqGM;;;;;;;Industrial Products & Services;Energy Efficiency;;;;;;;;;;; 201 139 102 ; 632 775 551 ; 397 907 ; 11 
BAN0005;TSX;Bank of Montreal;BMO; 98 014 963 908 ; 753 585 048 ; Financial Services ;;ON;Canada;;19220609;NYSE;;;;;60;;;;;;;;;;;;;; 702 069 854 ; 83 897 526 166 ; 1 882 933 ; 11 
BAN0006;TSX;Bank of Nova Scotia (The);BNS; 99 368 189 527 ; 1 244 435 686 ; Financial Services ;;ON;Canada;;19190516;NYSE;;;;;60;;;;;;;;;;;;;; 986 788 100 ; 66 249 661 713 ; 2 559 976 ; 11 
BAR0007;TSX;Barrick Gold Corporation;ABX; 42 862 155 742 ; 1 748 048 766 ; Mining ;;ON;Canada;;19830502;NYSE;Lima (BVL);;;;60;;;;;;;;;;;;;; 830 276 973 ; 19 967 985 385 ; 1 807 885 ; 11 
BAU0002;TSX;Bausch + Lomb Corporation;BLCO; 9 790 384 714 ; 352 172 112 ; Life Sciences ;;ON;Canada;IPO;20220510;NYSE;;;;;;;;;;Healthcare Services and Supplies;;;;;;;;; 799 887 ; 18 058 050 ; 7 137 ; 11 
BIO0008;TSX;Bausch Health Companies Inc.;BHC; 4 302 806 338 ; 360 067 476 ; Life Sciences ;;QC;Canada;;19870629;NYSE;;;;;Composite;;;;;Pharmaceuticals;;;;;;;;; 85 917 357 ; 911 827 772 ; 450 044 ; 11 
BAY0005;TSX;Baylin Technologies Inc.;BYL; 64 665 270 ; 151 228 574 ; Technology ;;Israel;Other;IPO;20131127;;;;;;;;;;;;;Hardware & Equipment;;;Y;;;; 10 889 389 ; 4 109 673 ; 3 475 ; 11 
BAY0002;TSX;Baytex Energy Corp.;BTE; 3 118 832 427 ; 783 626 238 ; Oil & Gas ;;AB;Canada;TSXV Grad;19941221;NYSE;;;Y;;Composite;;;;;;;;;;;;;; 1 083 176 134 ; 4 947 662 220 ; 890 701 ; 11 
BCE0001;TSX;BCE Inc.;BCE; 36 850 496 012 ; 1 054 932 182 ; Comm. & Media ;;QC;Canada;;19050711;NYSE;;;;;60;;;;;;;;;;;;;; 763 246 994 ; 34 207 083 258 ; 2 820 771 ; 11 
BEC0001;TSX;Becker Milk Company Ltd. (The);BEK; 15 845 125 ; 1 267 610 ; Real Estate ;;ON;Canada;;19670525;;;;;;;;;;;;Real Estate Operating Companies;;;;;;;; 85 257 ; 1 103 783 ; 433 ; 11 
BEL0018;TSX;Belo Sun Mining Corp.;BSX; 20 477 486 ; 455 055 248 ; Mining ;;ON;Canada;TSXV Grad;20120216;;;OTCQB;Y;;;;;;;;;;;;;;;; 28 162 034 ; 1 315 932 ; 2 304 ; 11 
AVE0005;TSX;Bengal Energy Ltd.;BNG; 7 279 563 ; 485 304 215 ; Oil & Gas ;;AB;Canada;TSXV Grad;20071101;;;;Y;;;;;;;;;;;;;;;; 10 255 928 ; 175 964 ; 718 ; 11 
HOR0012;TSX;BetaPro Canadian Gold Miners -2x Daily Bear ETF;HGD; 15 501 455 ; 563 075 ; ETP ;;ON;Canada;IPO;20070625;;;;;;;;;;;;;;;;;Global X ETFs;Exchange Traded Funds;; 114 414 816 ; 414 779 892 ; 100 514 ; 11 
