Symbol,Yahoo,Name,Url
AIM,AIM.TO,Aimia Inc ,https://www.advfn.com/stock-market/TSX/AIM/stock-price
AIM.PR.C,AIM-PR-C.TO,Aimia Inc ,https://www.advfn.com/stock-market/TSX/AIM.PR.C/stock-price
AIM.PR.A,AIM-PR-A.TO,Aimia Inc ,https://www.advfn.com/stock-market/TSX/AIM.PR.A/stock-price
AC,AC.TO,Air Canada ,https://www.advfn.com/stock-market/TSX/AC/stock-price
5135,5135.TO,Air U Ltd ,https://www.advfn.com/stock-market/TSX/5135/stock-price
BOS,BOS.TO,AirBoss of America Corp ,https://www.advfn.com/stock-market/TSX/BOS/stock-price
9557,9557.TO,AirCloset Inc ,https://www.advfn.com/stock-market/TSX/9557/stock-price
AKT.A,AKT-A.TO,Akita Drilling Ltd ,https://www.advfn.com/stock-market/TSX/AKT.A/stock-price
AKT.B,AKT-B.TO,Akita Drilling Ltd ,https://www.advfn.com/stock-market/TSX/AKT.B/stock-price
AKU,AKU.TO,Akumin Inc ,https://www.advfn.com/stock-market/TSX/AKU/stock-price
AGI,AGI.TO,Alamos Gold Inc ,https://www.advfn.com/stock-market/TSX/AGI/stock-price
AD.DB,AD-DB.TO,Alaris Equity Partners Income Trust ,https://www.advfn.com/stock-market/TSX/AD.DB/stock-price
AD.UN,AD-UN.TO,Alaris Equity Partners Income Trust ,https://www.advfn.com/stock-market/TSX/AD.UN/stock-price
AD.DB.A,AD-DB-A.TO,Alaris Equity Partners Income Trust ,https://www.advfn.com/stock-market/TSX/AD.DB.A/stock-price
CLIQ,CLIQ.TO,Alcanna Inc ,https://www.advfn.com/stock-market/TSX/CLIQ/stock-price
AH.WT,AH-WT.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.WT/stock-price
AH.DB.B,AH-DB-B.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.DB.B/stock-price
AH.WT.B,AH-WT-B.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.WT.B/stock-price
AH.WT.A,AH-WT-A.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.WT.A/stock-price
AH.DB.C,AH-DB-C.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.DB.C/stock-price
AH.DB.A,AH-DB-A.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.DB.A/stock-price
AH,AH.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH/stock-price
AH.DB,AH-DB.TO,Aleafia Health Inc ,https://www.advfn.com/stock-market/TSX/AH.DB/stock-price
AXU,AXU.TO,Alexco Resource Corp ,https://www.advfn.com/stock-market/TSX/AXU/stock-price
ALC.DB.A,ALC-DB-A.TO,Algoma Central Corp ,https://www.advfn.com/stock-market/TSX/ALC.DB.A/stock-price
ALC,ALC.TO,Algoma Central Corp ,https://www.advfn.com/stock-market/TSX/ALC/stock-price
ASTL.WT,ASTL-WT.TO,Algoma Steel Group Inc ,https://www.advfn.com/stock-market/TSX/ASTL.WT/stock-price
ASTL,ASTL.TO,Algoma Steel Group Inc ,https://www.advfn.com/stock-market/TSX/ASTL/stock-price
AQN,AQN.TO,Algonquin Power and Utilities Corp ,https://www.advfn.com/stock-market/TSX/AQN/stock-price
AQN.PR.A,AQN-PR-A.TO,Algonquin Power and Utilities Corp ,https://www.advfn.com/stock-market/TSX/AQN.PR.A/stock-price
AQN.PR.D,AQN-PR-D.TO,Algonquin Power and Utilities Corp ,https://www.advfn.com/stock-market/TSX/AQN.PR.D/stock-price
AKE,AKE.TO,Alikem Limited ,https://www.advfn.com/stock-market/TSX/AKE/stock-price
ATD,ATD.TO,Alimentation Couche Tard Inc ,https://www.advfn.com/stock-market/TSX/ATD/stock-price
ATD.A,ATD-A.TO,Alimentation Couche Tard Inc ,https://www.advfn.com/stock-market/TSX/ATD.A/stock-price
ALYA,ALYA.TO,Alithya Group Inc ,https://www.advfn.com/stock-market/TSX/ALYA/stock-price
AP.UN,AP-UN.TO,Allied Properties Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/AP.UN/stock-price
AMM,AMM.TO,Almaden Minerals Ltd New ,https://www.advfn.com/stock-market/TSX/AMM/stock-price
AII,AII.TO,Almonty Industries Inc ,https://www.advfn.com/stock-market/TSX/AII/stock-price
ALA.PR.H,ALA-PR-H.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.H/stock-price
ALA.PR.U,ALA-PR-U.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.U/stock-price
ALA.PR.G,ALA-PR-G.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.G/stock-price
ALA.PR.K,ALA-PR-K.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.K/stock-price
ALA.PR.B,ALA-PR-B.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.B/stock-price
ALA.PR.E,ALA-PR-E.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.E/stock-price
ALA,ALA.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA/stock-price
ALA.PR.A,ALA-PR-A.TO,AltaGas Ltd ,https://www.advfn.com/stock-market/TSX/ALA.PR.A/stock-price
ALS.PR.A,ALS-PR-A.TO,Altius Minerals Corporation ,https://www.advfn.com/stock-market/TSX/ALS.PR.A/stock-price
ALS,ALS.TO,Altius Minerals Corporation ,https://www.advfn.com/stock-market/TSX/ALS/stock-price
ARR,ARR.TO,Altius Renewable Royalities Corp ,https://www.advfn.com/stock-market/TSX/ARR/stock-price
AIF,AIF.TO,Altus Group Limited ,https://www.advfn.com/stock-market/TSX/AIF/stock-price
HOT.DB.V,HOT-DB-V.TO,American Hotel Income Properties REIT LP ,https://www.advfn.com/stock-market/TSX/HOT.DB.V/stock-price
HOT.U,HOT-U.TO,American Hotel Income Properties REIT LP ,https://www.advfn.com/stock-market/TSX/HOT.U/stock-price
HOT.UN,HOT-UN.TO,American Hotel Income Properties REIT LP ,https://www.advfn.com/stock-market/TSX/HOT.UN/stock-price
USA,USA.TO,Americas Gold and Silver Corporation ,https://www.advfn.com/stock-market/TSX/USA/stock-price
ARG,ARG.TO,Amerigo Resources Ltd ,https://www.advfn.com/stock-market/TSX/ARG/stock-price
ANX,ANX.TO,Anaconda Mining Inc ,https://www.advfn.com/stock-market/TSX/ANX/stock-price
ANRG,ANRG.TO,Anaergia Inc ,https://www.advfn.com/stock-market/TSX/ANRG/stock-price
AND,AND.TO,Andlauer Heathcare Group Inc ,https://www.advfn.com/stock-market/TSX/AND/stock-price
ADW.B,ADW-B.TO,Andrew Peller Ltd ,https://www.advfn.com/stock-market/TSX/ADW.B/stock-price
ADW.A,ADW-A.TO,Andrew Peller Ltd ,https://www.advfn.com/stock-market/TSX/ADW.A/stock-price
APY,APY.TO,Anglo Pacific Group PLC ,https://www.advfn.com/stock-market/TSX/APY/stock-price
ATE,ATE.TO,Antibe Therapeutics Inc ,https://www.advfn.com/stock-market/TSX/ATE/stock-price
5032,5032.TO,Anycolor Inc ,https://www.advfn.com/stock-market/TSX/5032/stock-price
APLI,APLI.TO,Appili Therapeutics Inc ,https://www.advfn.com/stock-market/TSX/APLI/stock-price
APS,APS.TO,Aptose Biosciences Inc ,https://www.advfn.com/stock-market/TSX/APS/stock-price
ARX,ARX.TO,ARC Resources Ltd ,https://www.advfn.com/stock-market/TSX/ARX/stock-price
AR,AR.TO,Argonaut Gold Inc ,https://www.advfn.com/stock-market/TSX/AR/stock-price
AR.DB.U,AR-DB-U.TO,Argonaut Gold Inc ,https://www.advfn.com/stock-market/TSX/AR.DB.U/stock-price
ARIS,ARIS.TO,Aris Gold Corp ,https://www.advfn.com/stock-market/TSX/ARIS/stock-price
ARIS.WT.A,ARIS-WT-A.TO,Aris Gold Corp ,https://www.advfn.com/stock-market/TSX/ARIS.WT.A/stock-price
ARIS.WT.B,ARIS-WT-B.TO,Aris Gold Corp ,https://www.advfn.com/stock-market/TSX/ARIS.WT.B/stock-price
ARIS.WT,ARIS-WT.TO,Aris Gold Corporation ,https://www.advfn.com/stock-market/TSX/ARIS.WT/stock-price
ATZ,ATZ.TO,Aritzia Inc ,https://www.advfn.com/stock-market/TSX/ATZ/stock-price
AMC,AMC.TO,Arizona Metals Corp ,https://www.advfn.com/stock-market/TSX/AMC/stock-price
ASCU,ASCU.TO,Arizona Sonoran Copper Company Inc ,https://www.advfn.com/stock-market/TSX/ASCU/stock-price
AX.PR.I,AX-PR-I.TO,Artis Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/AX.PR.I/stock-price
AX.PR.A,AX-PR-A.TO,Artis Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/AX.PR.A/stock-price
AX.UN,AX-UN.TO,Artis Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/AX.UN/stock-price
AX.PR.E,AX-PR-E.TO,Artis Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/AX.PR.E/stock-price
5249,5249.TO,Asakawa Systems Co Ltd ,https://www.advfn.com/stock-market/TSX/5249/stock-price
ASND.WT,ASND-WT.TO,Ascendant Resources Inc ,https://www.advfn.com/stock-market/TSX/ASND.WT/stock-price
ASND,ASND.TO,Ascendant Resources Inc ,https://www.advfn.com/stock-market/TSX/ASND/stock-price
AOT,AOT.TO,Ascot Resources Ltd ,https://www.advfn.com/stock-market/TSX/AOT/stock-price
ADB.SB.A,ADB-SB-A.TO,Asian Development Bank ,https://www.advfn.com/stock-market/TSX/ADB.SB.A/stock-price
4197,4197.TO,Asmarq Co Ltd ,https://www.advfn.com/stock-market/TSX/4197/stock-price
9340,9340.TO,Aso International Inc ,https://www.advfn.com/stock-market/TSX/9340/stock-price
AYM,AYM.TO,Atalaya Mining Plc ,https://www.advfn.com/stock-market/TSX/AYM/stock-price
ACO.X,ACO-X.TO,ATCO Ltd ,https://www.advfn.com/stock-market/TSX/ACO.X/stock-price
ACO.Y,ACO-Y.TO,ATCO Ltd ,https://www.advfn.com/stock-market/TSX/ACO.Y/stock-price
ATH,ATH.TO,Athabasca Oil Corporation ,https://www.advfn.com/stock-market/TSX/ATH/stock-price
9563,9563.TO,Atlas Technologies Corporation ,https://www.advfn.com/stock-market/TSX/9563/stock-price
AI.DB.G,AI-DB-G.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI.DB.G/stock-price
AI.DB.D,AI-DB-D.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI.DB.D/stock-price
AI.DB.C,AI-DB-C.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI.DB.C/stock-price
AI.DB.F,AI-DB-F.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI.DB.F/stock-price
AI,AI.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI/stock-price
AI.DB.E,AI-DB-E.TO,Atrium Mortgage Investment Corporation ,https://www.advfn.com/stock-market/TSX/AI.DB.E/stock-price
ATA,ATA.TO,ATS Automation Tooling Systems ,https://www.advfn.com/stock-market/TSX/ATA/stock-price
ATS,ATS.TO,ATS Corporation ,https://www.advfn.com/stock-market/TSX/ATS/stock-price
G,G.TO,Augusta Gold Corp ,https://www.advfn.com/stock-market/TSX/G/stock-price
ORA,ORA.TO,Aura Minerals Inc ,https://www.advfn.com/stock-market/TSX/ORA/stock-price
ACB.WT.V,ACB-WT-V.TO,Aurora Cannabis Inc ,https://www.advfn.com/stock-market/TSX/ACB.WT.V/stock-price
ACB.WS.U,ACB-WS-U.TO,Aurora Cannabis Inc ,https://www.advfn.com/stock-market/TSX/ACB.WS.U/stock-price
ACB.WT.U,ACB-WT-U.TO,Aurora Cannabis Inc ,https://www.advfn.com/stock-market/TSX/ACB.WT.U/stock-price
ACB,ACB.TO,Aurora Cannabis Inc ,https://www.advfn.com/stock-market/TSX/ACB/stock-price
HRR.UN,HRR-UN.TO,Australian REIT Income Fund ,https://www.advfn.com/stock-market/TSX/HRR.UN/stock-price
ACQ,ACQ.TO,AutoCanada Inc ,https://www.advfn.com/stock-market/TSX/ACQ/stock-price
APR.UN,APR-UN.TO,Automotive Properties Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/APR.UN/stock-price
XLY,XLY.TO,Auxly Cannabis Group Inc ,https://www.advfn.com/stock-market/TSX/XLY/stock-price
AVL,AVL.TO,Avalon Advanced Materials Inc ,https://www.advfn.com/stock-market/TSX/AVL/stock-price
AVNT.WT,AVNT-WT.TO,Avant Brands Inc ,https://www.advfn.com/stock-market/TSX/AVNT.WT/stock-price
AVNT,AVNT.TO,Avant Brands Inc ,https://www.advfn.com/stock-market/TSX/AVNT/stock-price
3836,3836.TO,Avant Group Corporation ,https://www.advfn.com/stock-market/TSX/3836/stock-price
AVP,AVP.TO,Avcorp Industries Inc ,https://www.advfn.com/stock-market/TSX/AVP/stock-price
9554,9554.TO,Avic Co Ltd ,https://www.advfn.com/stock-market/TSX/9554/stock-price
AVCN,AVCN.TO,Avicanna Inc ,https://www.advfn.com/stock-market/TSX/AVCN/stock-price
ASM,ASM.TO,Avino Silver and Gold Mines Ltd ,https://www.advfn.com/stock-market/TSX/ASM/stock-price
AXIS,AXIS.TO,Axis Auto Finance Inc ,https://www.advfn.com/stock-market/TSX/AXIS/stock-price
AYA,AYA.TO,Aya Gold & Silver Inc ,https://www.advfn.com/stock-market/TSX/AYA/stock-price
9090,9090.TO,AZ COM Maruwa Holdings Inc ,https://www.advfn.com/stock-market/TSX/9090/stock-price
BTO,BTO.TO,B2Gold Corp ,https://www.advfn.com/stock-market/TSX/BTO/stock-price
BDGI,BDGI.TO,Badger Infrastructure Solutions Ltd ,https://www.advfn.com/stock-market/TSX/BDGI/stock-price
BLDP,BLDP.TO,Ballard Power Systems Inc ,https://www.advfn.com/stock-market/TSX/BLDP/stock-price
BMO.PR.E,BMO-PR-E.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.E/stock-price
BMO.PR.F,BMO-PR-F.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.F/stock-price
BMO.PR.W,BMO-PR-W.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.W/stock-price
BMO.PR.T,BMO-PR-T.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.T/stock-price
BMO.PR.S,BMO-PR-S.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.S/stock-price
BMO.PR.D,BMO-PR-D.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.D/stock-price
BMO.PR.Y,BMO-PR-Y.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.Y/stock-price
BMO.PR.B,BMO-PR-B.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.B/stock-price
BMO,BMO.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO/stock-price
BMO.PR.C,BMO-PR-C.TO,Bank of Montreal ,https://www.advfn.com/stock-market/TSX/BMO.PR.C/stock-price
BNS,BNS.TO,Bank of Nova Scotia ,https://www.advfn.com/stock-market/TSX/BNS/stock-price
BNS.PR.I,BNS-PR-I.TO,Bank of Nova Scotia ,https://www.advfn.com/stock-market/TSX/BNS.PR.I/stock-price
BNS.PR.H,BNS-PR-H.TO,Bank of Nova Scotia ,https://www.advfn.com/stock-market/TSX/BNS.PR.H/stock-price
ABX,ABX.TO,Barrick Gold Corporation ,https://www.advfn.com/stock-market/TSX/ABX/stock-price
2936,2936.TO,Base Food Inc ,https://www.advfn.com/stock-market/TSX/2936/stock-price
BLCO,BLCO.TO,Bausch and Lomb Corporation ,https://www.advfn.com/stock-market/TSX/BLCO/stock-price
BHC,BHC.TO,Bausch Health Companies Inc ,https://www.advfn.com/stock-market/TSX/BHC/stock-price
BYL,BYL.TO,Baylin Technologies Inc ,https://www.advfn.com/stock-market/TSX/BYL/stock-price
BYL.DB,BYL-DB.TO,Baylin Technologies Inc ,https://www.advfn.com/stock-market/TSX/BYL.DB/stock-price
BTE,BTE.TO,Baytex Energy Corp ,https://www.advfn.com/stock-market/TSX/BTE/stock-price
BBTV,BBTV.TO,BBTV Holdings Inc ,https://www.advfn.com/stock-market/TSX/BBTV/stock-price
BBTV.DB,BBTV-DB.TO,BBTV Holdings Inc ,https://www.advfn.com/stock-market/TSX/BBTV.DB/stock-price
BCE.PR.H,BCE-PR-H.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.H/stock-price
BCE.PR.I,BCE-PR-I.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.I/stock-price
BCE.PR.J,BCE-PR-J.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.J/stock-price
BCE.PR.F,BCE-PR-F.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.F/stock-price
BCE.PR.E,BCE-PR-E.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.E/stock-price
BCE.PR.C,BCE-PR-C.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.C/stock-price
BCE.PR.K,BCE-PR-K.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.K/stock-price
BCE.PR.D,BCE-PR-D.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.D/stock-price
BCE.PR.G,BCE-PR-G.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.G/stock-price
BCE.PR.N,BCE-PR-N.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.N/stock-price
BCE.PR.S,BCE-PR-S.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.S/stock-price
BCE.PR.T,BCE-PR-T.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.T/stock-price
BCE.PR.Y,BCE-PR-Y.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.Y/stock-price
BCE.PR.Z,BCE-PR-Z.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.Z/stock-price
BCE.PR.R,BCE-PR-R.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.R/stock-price
BCE.PR.Q,BCE-PR-Q.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.Q/stock-price
BCE.PR.M,BCE-PR-M.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.M/stock-price
BCE.PR.B,BCE-PR-B.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.B/stock-price
BCE.PR.O,BCE-PR-O.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.O/stock-price
BCE.PR.L,BCE-PR-L.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.L/stock-price
BCE,BCE.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE/stock-price
BCE.PR.A,BCE-PR-A.TO,BCE Inc ,https://www.advfn.com/stock-market/TSX/BCE.PR.A/stock-price
BEK.B,BEK-B.TO,Becker Milk Co Ltd ,https://www.advfn.com/stock-market/TSX/BEK.B/stock-price
4270,4270.TO,BeeX Inc ,https://www.advfn.com/stock-market/TSX/4270/stock-price
BLU,BLU.TO,BELLUS Health Inc ,https://www.advfn.com/stock-market/TSX/BLU/stock-price
BSX,BSX.TO,Belo Sun Mining Corp ,https://www.advfn.com/stock-market/TSX/BSX/stock-price
BNG,BNG.TO,Bengal Energy Ltd ,https://www.advfn.com/stock-market/TSX/BNG/stock-price
9216,9216.TO,Bewith Inc ,https://www.advfn.com/stock-market/TSX/9216/stock-price
BNK.PR.A,BNK-PR-A.TO,Big Banc Split Corp ,https://www.advfn.com/stock-market/TSX/BNK.PR.A/stock-price
BNK,BNK.TO,Big Banc Split Corp ,https://www.advfn.com/stock-market/TSX/BNK/stock-price
PRM,PRM.TO,Big Pharma Split Corp ,https://www.advfn.com/stock-market/TSX/PRM/stock-price
PRM.PR.A,PRM-PR-A.TO,Big Pharma Split Corp ,https://www.advfn.com/stock-market/TSX/PRM.PR.A/stock-price
BR,BR.TO,Big Rock Brewery Inc ,https://www.advfn.com/stock-market/TSX/BR/stock-price
BIK.PR.A,BIK-PR-A.TO,BIP Investment Corporation ,https://www.advfn.com/stock-market/TSX/BIK.PR.A/stock-price
8056,8056.TO,Biprogy Inc ,https://www.advfn.com/stock-market/TSX/8056/stock-price
BIR,BIR.TO,Birchcliff Energy Ltd ,https://www.advfn.com/stock-market/TSX/BIR/stock-price
BIR.PR.A,BIR-PR-A.TO,Birchcliff Energy Ltd ,https://www.advfn.com/stock-market/TSX/BIR.PR.A/stock-price
BIR.PR.C,BIR-PR-C.TO,Birchcliff Energy Ltd ,https://www.advfn.com/stock-market/TSX/BIR.PR.C/stock-price
BDT,BDT.TO,Bird Construction Inc ,https://www.advfn.com/stock-market/TSX/BDT/stock-price
BITF,BITF.TO,Bitfarms Ltd ,https://www.advfn.com/stock-market/TSX/BITF/stock-price
BDI,BDI.TO,Black Diamond Group Ltd ,https://www.advfn.com/stock-market/TSX/BDI/stock-price
BKI,BKI.TO,Black Iron Inc ,https://www.advfn.com/stock-market/TSX/BKI/stock-price
BB,BB.TO,BlackBerry Limited ,https://www.advfn.com/stock-market/TSX/BB/stock-price
BB.DB.U,BB-DB-U.TO,BlackBerry Limited ,https://www.advfn.com/stock-market/TSX/BB.DB.U/stock-price
BLN,BLN.TO,Blackline Safety Corp ,https://www.advfn.com/stock-market/TSX/BLN/stock-price
BLB.UN,BLB-UN.TO,Bloom Select Income Fund ,https://www.advfn.com/stock-market/TSX/BLB.UN/stock-price
RBN.UN,RBN-UN.TO,Blue Ribbon Income Fund ,https://www.advfn.com/stock-market/TSX/RBN.UN/stock-price
GBT,GBT.TO,BMTC Group Inc ,https://www.advfn.com/stock-market/TSX/GBT/stock-price
BEI.UN,BEI-UN.TO,Boardwalk Real Estate Investment Trust ,https://www.advfn.com/stock-market/TSX/BEI.UN/stock-price
BRMI,BRMI.TO,Boat Rocker Media Inc ,https://www.advfn.com/stock-market/TSX/BRMI/stock-price
BBD.PR.B,BBD-PR-B.TO,Bombardier Inc ,https://www.advfn.com/stock-market/TSX/BBD.PR.B/stock-price
BBD.PR.C,BBD-PR-C.TO,Bombardier Inc ,https://www.advfn.com/stock-market/TSX/BBD.PR.C/stock-price
BBD.B,BBD-B.TO,Bombardier Inc ,https://www.advfn.com/stock-market/TSX/BBD.B/stock-price
BBD.A,BBD-A.TO,Bombardier Inc ,https://www.advfn.com/stock-market/TSX/BBD.A/stock-price
BBD.PR.D,BBD-PR-D.TO,Bombardier Inc ,https://www.advfn.com/stock-market/TSX/BBD.PR.D/stock-price
BNE,BNE.TO,Bonterra Energy Corp ,https://www.advfn.com/stock-market/TSX/BNE/stock-price
BLX,BLX.TO,Boralex Inc ,https://www.advfn.com/stock-market/TSX/BLX/stock-price
BPF.UN,BPF-UN.TO,Boston Pizza Royalties Income Fund ,https://www.advfn.com/stock-market/TSX/BPF.UN/stock-price
BYD,BYD.TO,Boyd Group Services Inc ,https://www.advfn.com/stock-market/TSX/BYD/stock-price
